link,result
/article/4971/galley/13542/download/,"AbbreviationsM = masculin, NEG = negation, PL = plural, PRS = present, SG = singular."
/article/4972/galley/13543/download/,Competing InterestsThe author has no competing interests to declare.
/article/4969/galley/13544/download/,"Abbreviations1 = first person, 2 = second person, 3 = third person, ADJ = adjective, ADV = adverb, CL = clitic, COND = conditional, DAT = dative, F = feminine, IPFV = imperfective, INF = infinitive, M = masculine, NEG = negation/negative, PL = plural, PRS = present, SG = singular"
/article/4970/galley/13545/download/,"Abbreviations1 = first person, 3 = third person, A = ‘neutral’ verbal suffix, ABS = absolutive, ACC = accusative, ADJ = adjective, ADN = adnominal, COND = conditional, DAT = dative, E = ‘focussing’ verbal suffix, E′ = non-‘focus’-associated verbal suffix, EMPH = emphatic, EUPH = euphonic, FEM = feminine, FOC = focus, GEN = genitive, GER = gerund, INDEF = indefinite, INT = intensive, LOC = locative, MSC = masculine, MCS = Modern Colloquial Sinhala, MLS = Modern Literary Sinhala, NEU = neuter, NOM = nominative, NPST = non-past tense, OS = Old Sinhala, PAST = past tense, PL = plural, PRES = present tense, PTCP = participle, Q = question marker, QUOT = quotative, S.G. = Sigiri Graffiti, SG = singular, TOP = topic."
/article/4967/galley/13546/download/,"AbbreviationsACC = accusative, ASP = aspect, CL = clitic, DM = Distributed Morphology, DP = Determiner Phrase, FEM = feminine, FUT = Future, GEN = genitive, ICE = idiomatically combining expression, id. = idiomatic, IMP = imperfective, IP= idiomatic phrase, NEUT = neuter, NP = Noun Phrase, PERF = perfective, PL = plural, POSS = possessive, PRES = present, RM= Representational Modularity, SG = singular, SUBJ = subjunctive, T = tense, TRANS = transitive, V = verb, VP= Verb Phrase, VP = light Verb Phrase"
/article/4966/galley/13547/download/,Competing InterestsThe author has no competing interests to declare.
/article/4968/galley/13548/download/,"AbbreviationsAAVE = African American Vernacular English, BNC = British National Corpus, C = complementizer, CP = complementizer phrase, DECTE = Diachronic Electronic Corpus of Tyneside English, D = determiner, DP = determiner phrase, [INEG] = interpretable negative feature, I = inflection, IP = inflectional phrase, NC = negative concord, NEGP = negation phrase, NPI = negative polarity item, PDE = Present-Day English, PF = phonetic form, PPCEME = Penn-Helsinki Parsed Corpus of Early Modern English, REF. = reference level, ROSE = Research on Salford English, SIG. = significance level, SPEC = specifier, UK = United Kingdom, [UNEG] = uninterpretable negative feature, V = little-v, VP = little-v phrase, V = verb, VP = verb phrase."
/article/4964/galley/13549/download/,Competing InterestsThe authors have no competing interests to declare.
/article/4965/galley/13550/download/,"AbbreviationsFEM = feminine, MASC = masculine, PL = plural, SG = singular, √ = root, N = noun, GEN = gender, NUM = number, P = phrase, A = adjective, V = verb, CAUS = causative, ω = word"
/article/4963/galley/13551/download/,"AbbreviationsANOVA = Analysis of Variance, BA = Brodmann area, BOLD = Blood Oxygenation Level Dependent, DLT = Dependency Locality Theory, ENP = Extraction across a Noun Phrase, EPI = Echo Planar Imaging, EV = Explanatory Variable, EVP = Extraction across a Verb Phrase, fMRI = Functional Magnetic Resonance Imaging, FWHM = Full-Width at Half Maximum, FOV = Field of View, HI = High Immersion, HRF = Hemodynamic Response Function, IFG = Inferior Frontal Gyrus, ISI = Inter-Stimulus Interval, L1 = First language, L2 = Second language, LI = Low Immersion, LIFG = left Inferior Frontal Gyrus, LMTG = left Middle Temporal Gyrus, LSTG = left Superior Temporal Gyrus, MNI = Montreal Neurological Institute, MTG = Middle Temporal Gyrus, NNP = Non-extraction with embedded Noun Phrase, NP = Noun Phrase, NVP = Non-extraction with embedded Verb Phrase, OFG = Occipital Fusiform Gyrus, QPT = Quick Placement Test, RIFG = right Inferior Frontal Gyrus, ROI = Region Of Interest, RT = Reading Time, SPR = Self-Paced Reading, SSH = Shallow Structure Hypothesis, STG = Superior Temporal Gyrus, SVGA = Super Video Graphics Array, TE = Echo Time, TI = Inversion Time, TR = Repetition Time, VP = Verb Phrase, WM = Working memory"
/article/4962/galley/13552/download/,"Abbreviations1P = First Person, 2P = Second Person, 3P = Third Person, CL = Classifier, CV = Cape Verdean, DET = Determiner, DP = Determiner Phrase, EP = European Portuguese, GEN = Generic Operator, NP = Nominal Phrase, NUM P = Number Phrase, NUM = Number, N = Noun, P = Predicate, PL = Plural, SG = Singular, TMA = Tense, Mood, and Aspect"
/article/4961/galley/13553/download/,"AbbreviationsGEN = genitive, PL = plural"
/article/4958/galley/13554/download/,"Abbreviations1 = first person, 3 = third person, AI = intransitive animate, DEM = demonstrative, FA = Function Application, II = intransitive inanimate, I-ASP = Inner Aspect, PL = plural, PM = Predicate Modification, PROX = proximate, SG = singular, TA = transitive animate, TH = theme marker, TI = transitive inanimate"
/article/4956/galley/13555/download/,"AbbreviationsACC = accusative, FUT = future, INF = infinitive, SBJV = subjunctive, 3MS = third-person masculine singular, 3SG = third-person singular"
/article/4953/galley/13556/download/,"AbbreviationsACC = accusative, C = Complementiser, CP = Complementiser phrase, DE = Downward Entailing, EXH = exhaustifier, LF = logical form, NEG = negation, NOM = nominative, NPI = Negative Polarity Item, OP = operator, PPI = Positive Polarity Item, PRT = Particle, V = verb"
/article/4952/galley/13557/download/,"Abbreviations1/2/3 = person, S/P = singular/plural, F/M = feminine/masculine, ACC = accusative, GEN = genitive, NOM = nominative, IND = indicative, SBJ = subjunctive, FA = full agreement, PA = partial agreement, BC = backward control, OC = obligatory control, NC = no control, [Spec vP], [Spec VP], [Spec IP], [Spec TP] = specifier position of vP, VP, IP, and TP, respectively"
/article/4932/galley/13558/download/,Competing InterestsThe authors have no competing interests to declare.
/article/4921/galley/13559/download/,"AbbreviationsACC = accusative, F = feminine, M = masculine, N = neuter, PL = plural, SG = singular, LA = Long Adjective, SA = Short Adjective, OCP = Obligatory Contour Principle, V = vowel"
/article/4877/galley/13560/download/,"AbbreviationsADJ = adjectiviser, CL = classifier, GEN = genitive marker, OV = object-verb, PERF = perfect tense marker, PL = plural marker, PROG = progressive marker, Q MARKER = question marker, REL = relative clause marker, VO = verb-object"
/article/4874/galley/13561/download/,"Abbreviations1 = 1st person, 2 = second person, 3 = 3rd person, ACC = accusative, AUX = auxiliary
                verb, DAT = dative, DIM = diminutive, F = feminine, GEN = genitive, M = masculine,
                NEG = negation, PASS = passive, PL = plural, POSS = possessive, PR = present,
                PRT = participle, PST = past, Q = question, REFL = reflexive, REL = relative clause,
                S = singular."
/article/4871/galley/13562/download/,"AbbreviationsCA = typically developing age control, CP = complementizer phrase, DD = Developmental
                Dyslexia, DDE-2 = Devolopmental Dyslexia reading test (Batteria per la Valutazione
                    della Dislessia e della Disortografia Evolutiva-2), DP = determiner phrase, GA =
                typically developing grammar control, ICD-10 = International Statistical Classification of
                Diseases and Related Health Problems 10th Revision, IQ = intelligence quotient, NP =
                noun phrase, ORC = object relative clause, PRC = passive relative clause, PPVT =
                Standardized Receptive Vocabulary Test, RC = relative clause, SD = standard deviation,
                SLI = Specific Language Impairment, SRC = subject relative clause, TCGB = Test di
                Comprensione Grammaticale per Bambini, TD = typically developing, TROG = Test for
                Reception of Grammar, TROG-2 = Test for Reception of Grammar – Version 2, VA =
                typically developing vocabulary control, VP = verbal phrase."
/article/4868/galley/13563/download/,"AbbreviationsC-perspectivization = perspectivization in cognition, FID = free indirect discourse,
                FoF = future of fate construction, I = interval, L-perspectivization = perspectivization
                in language, PoV = point of view, ToM = theory of mind, ts = speech time, te = event
                time, P = proposition"
/article/4867/galley/13564/download/,"Abbreviationsacc = accusative, cl = classifier, conj = conjunction, cop = copular, dec = declarative,
                gen = genitive, int = interrogative, pol = polite, pst = past, pl = plural, rel =
                relativizer or adnominal modifier, sh = subject honorific, top = topic"
/article/4865/galley/13565/download/,"AbbreviationsACC = accusative, ADN = adnominal, AFF = Affirmative sentence particle, AUG = augment, AUX = auxiliary, COMP = complementizer, CONJ = conjunction, DeclC = declarative complementizer, DEF = definite, DEM = demonstrative, DET = determiner, EVAL = evaluative, FUT = future, INT = interrogative sentence particle, ITR = intransitive auxiliary, LOC = locative, NEG = negation, NOM = nominative, O = object agreement, PFV = perfective, PRT = partitive, PST = past, RelC = relative complementizer, RelM = relative marker, RPT = relational particle, S = subject agreement, SG = singular"
/article/4864/galley/13566/download/,Competing interestsThe authors have no competing interests to declare.
/article/4857/galley/13567/download/,Competing interestsThe author has no competing interests to declare.
/article/4856/galley/13568/download/,Competing InterestsThe authors have no competing interests to declare.
/article/4853/galley/13569/download/,"AbbreviationsEFS = Elements of formal semantics, by Yoad Winter; SGG = Semantics in generative grammar, by Irene Heim and Angelika Kratzer"
/article/4849/galley/13570/download/,"Abbreviationsba = head preceding the object in the bǎ-construction, cl = classifier, dur = durative
        aspect, perf = perfective aspect, pl = plural (e.g. 3pl = 3rd person plural), sg = singular,
        sub = subordinator.pp = adpositional phrase, PrepP = prepositional phrase, PostP = postpositional
        phrase."
/article/4835/galley/13571/download/,Competing InterestsThe author declares that he has no competing interests.
/article/4834/galley/13572/download/,"Abbreviations TerminologyPAL: palatalizationPoA: place of articulationVD = vowel deletion (Section 2): The deletion of unstressed high vowels in Greek dialects, esp. of the Northern variety.Primary/full PAL (Section 3.1): Type of PAL where the PoA of the target shifts to the palatal region. Triggers are front vocoids /i e j/. Targets in all dialects are velars, but in Northern dialects some coronals are affected too.Simple PAL (Section 3.1): Subtype of primary/full PAL, triggered by the front vowels /i e/. The trigger remains intact in the structure after PAL has applied.Extreme PAL (Section 3.1): Subtype of primary/full PAL, where the trigger /j/ coalesces with the target consonant of PAL.Secondary PAL (Section 3.2): Type of PAL that does not exist in Greek; its typical trait is F2 raising and may be accompanied by other acoustic cues, such as frication, aspiration or lengthening.Strengthened PAL (Section 3.2): Type of PAL specific to Northern Greek dialects. Similar to secondary PAL in the acoustic cues it presents, but crucially lacks F2 raising. The trigger (unstressed vowel /i/) is unpronounced and there is change in PoA of target consonant for velars and /s z n l/, while there is no PoA change of target consonant after PAL has applied for labials and the remaining coronal consonants.GH = Glide hardening (Section 4): A process complementary to PAL, occurring next to target consonants resistant to PAL. It turns glides to palatal fricatives (or stops), without changing the PoA of the target."
/article/4831/galley/13573/download/,"Supplementary FilesThe supplementary files for this article can be found as follows:
Supplementary File 1: Appendix. https://doi.org/10.5334/gjgl.62.s1"
/article/4830/galley/13574/download/,Competing InterestsThe authors declare that they have no competing interests.
/article/4829/galley/13575/download/,"Competing InterestsSchäfer’s work was partly supported by a DFG grant to the project B6 ‘Underspecification in Voice systems and the syntax-morphology interface’, as part of the Collaborative Research Center 732 Incremental Specification in Context at the University of Stuttgart. Vivanco’s work was supported by a FPU grant from the Ministerio de Educación, Cultura y Deporte of Spain. Both authors declare that they have no competing interests."
